claim,label
616,'Just one case': fears coronavirus may spread like wildfire in world's refugee camps.,TRUE
617,Nurses submitting coronavirus tests say they all are coming back positive.,FALSE
618,“So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.”,FALSE
619,Amazon testing disinfectant fog at New York warehouse after coronavirus protests.,TRUE
620,Australia promises aid to coronavirus-alert Pacific as cyclone tears through.,TRUE
621,"Media outlets reported that the same boy died 3 times from the coronavirus, in 3 countries.",FALSE
622,"A viral photograph shows people gathered at the Ohio State House to protest coronavirus social distancing measures, and clearly in violation of said guidelines, in April 2020.",TRUE
623,"India struggles with coronavirus shutdown; Pakistan cases top 1,000.",TRUE
624,U.S. President Donald Trump advocated that the pay of public officials be stopped during the COVID-19 pandemic.,FALSE
625,South Korea designates regions hit hardest by coronavirus as disaster zones.,TRUE
626,"Overcrowded and unsanitary, Venezuela's prisons brace for coronavirus.",TRUE
627,Facebook post Says the CDC recommends men shave their beards to protect against coronavirus.,FALSE
628,"J&J, Moderna sign deals with U.S. to produce huge quantity of possible coronavirus vaccines.",TRUE
629,Libya confirms first coronavirus case amid fear over readiness.,TRUE
630,Coronavirus found on cruise ship as more U.S. states report cases.,TRUE
631,"Facebook post Says CEOs got advance notice of COVID, then resigned to dump stock.",FALSE
632,"Lowe's was giving $25 million in grant money to minority-owned businesses reopening amid the COVID-19 pandemic, while the founder of Home Depot gave millions to U.S. President Donald Trump's campaign.",TRUE
633,Cities and states have banned reusable shopping bags to help slow the spread of the COVID-19 pandemic.,mixture
634,Liberian girl’s song about COVID-19 being played on radio.,TRUE
635,"""During the COVID-19 coronavirus pandemic, U.S. President Donald Trump visited a manufacturing plant without wearing a face mask as Guns N' Roses' rendition of """"Live and Let Die"""" played on loudspeakers during his visit.""",TRUE
636,"China reports big rise in coronavirus deaths, WHO sees no 'tip of iceberg'.",TRUE
637,"""NaturalNews.com Says """"the coronavirus was engineered by scientists in a lab.""",FALSE
638,Speed of coronavirus deaths shock doctors as New York toll hits new high.,TRUE
639,Ireland likely to extend shutdown as coronavirus toll rises.,TRUE
640,Amazon teams up with Bill Gates-backed group to deliver coronavirus test kits.,TRUE
641,"No sign Europe's COVID-19 epidemic is at peak, EU disease monitoring agency says.",TRUE
642,Space cadet: A Chinese father innovates to ward off coronavirus.,TRUE
643,Denmark proposes faster easing of lockdown as coronavirus cases fall: PM.,TRUE
644,The U.S. facilitated the sending of nearly 17.8 tons of donated medical supplies to China to combat the spread of the novel coronavirus in early 2020.,TRUE
645,Syria confirms first coronavirus case as fears grow it could spread.,TRUE
646,"Regarding the risks of coronavirus transmission on an airplane, “It’s as safe as an environment as you’re going to find.”",FALSE
647,ACLU files 1st coronavirus curfew lawsuit in Puerto Rico.,TRUE
648,"Exclusive: UK's worst case coronavirus toll is 50,000 dead but UK is not on course for that - source.",TRUE
649,A chart accurately shows the effectiveness of wearing face masks during the COVID-19 pandemic.,FALSE
650,"U.S. soldier infected as South Korea coronavirus cases rise above 1,260.",TRUE
651,"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is “basically on par, a little bit up, from the population numbers,” meaning that “we don’t see that disparity as much here.”",mixture
652,"A July 2020 letter purportedly sent by the Ohio State Bar Association (OSBA) was accurate in stating that any retailer or manufacturer — including those operating from homes — could be sued for selling or creating COVID-19 protective face masks that were not medically approved, defective, or without proper labeling.",FALSE
653,"Poland to receive protective gear, tests from China to fight coronavirus.",TRUE
654,"The CDC readjusted the COVID-19 death toll from 60,000 down to 37,000.",FALSE
655,The health insurance industry has “agreed to waive all co-payments for coronavirus treatments.”,FALSE
656,Pet cat tests positive for coronavirus in Hong Kong.,TRUE
657,Switzerland's Roche joins global race to make coronavirus antibody tests.,TRUE
658,"""Johns Hopkins University published this """"excellent summary"""" on avoiding COVID-19.""",FALSE
659,White House unveils $2.5B emergency coronavirus plan.,TRUE
660,"""White House Advisor Kellyanne Conway said """"this isn't COVID-1, folks"""" during a Fox News appearance.""",TRUE
661,"Diabetes, lung and heart disease common in U.S. coronavirus patients: CDC.",TRUE
662,New Delhi and scores of Indian districts under lockdown to contain coronavirus spread.,TRUE
663,"“(Barack Obama) set up anti-pandemic programs in 47 vulnerable countries as a way to protect against something like the coronavirus, exactly. Do you know that Trump closed 37 of them?”",FALSE
664,Spain overtakes China in coronavirus infections.,TRUE
665,"Despite horror stories, California cruise passengers won't let coronavirus spoil their fun.",TRUE
666,"Portugal extends coronavirus lockdown, promises masks and hand gel.",TRUE
667,U.S. to seize exports of masks and gloves amid coronavirus crisis.,TRUE
668,A map from Johns Hopkins University that shows the spread of COVID-19 contains malware.,mixture
669,Not a square to spare: Australian shops ration toilet paper amid coronavirus panic.,TRUE
670,The 2020 U.S. presidential election could be postponed if the coronavirus pandemic threatens to keep people from voting.,mixture
671,"“Until this week, they [OSHA] weren’t even enforcing these guidelines [for coronavirus]. Still today, OSHA is not specifying which rules employees must follow or how to keep their workers safe and healthy.”",TRUE
672,Scientists in Israel are likely to announce the development of a coronavirus vaccine.,TRUE
673,"“If you have had a flu shot in the last 3-5 years, you will probably test positive” for COVID-19.",FALSE
674,Ireland may ease coronavirus restrictions from mid-April.,TRUE
675,“We inherited a broken test” for COVID-19.,FALSE
676,Italy in coronavirus lockdown as deaths soar and economy fades.,TRUE
677,Democrats in New York stashed ventilators in a warehouse in an effort to make the COVID-19 pandemic worse.,FALSE
678,Coronavirus could erode global fight against other diseases.,TRUE
679,US faces ‘truly daunting’ challenges on needed COVID tests.,TRUE
680,Spain's coronavirus death rate quickens again.,TRUE
681,"""Facebook post Says a """"Clorox bottle claimed it could kill (the 2019 coronavirus)... before it was developed.""",FALSE
682,A photograph of non-respirator ear loop mask packaging demonstrates that such masks are ineffective at protecting against the spread of COVID-19.,FALSE
683,"""U.S. Democratic presidential candidate Joe Biden said that Americans were able to stay home during the COVID-19 pandemic because """"some Black woman was able to stack the grocery shelf.""",TRUE
684,Sex toy sales take off amid Colombia's coronavirus quarantine.,TRUE
685,"“Man visited Albany, N.Y. days before dying from coronavirus.”",FALSE
686,Dutch 101-year-old coronavirus patient recovers.,TRUE
687,Citing the Health Insurance Portability and Accountability Act of 1996 (HIPAA) or the American Disability Act (ADA) exempts anyone who opts not to wear a mask in public during the COVID-19 pandemic.,FALSE
688,Turkey could impose stay-at-home order if coronavirus outbreak worsens.,TRUE
689,Malaysia to step up coronavirus tests with Korean antigen rapid kits.,TRUE
690,Vanuatu to impose coronavirus travel restrictions ahead of election.,TRUE
691,"""The coronavirus """"snuck up on us,” adding that it is “a very unforeseen thing.”""",FALSE
692,Love wins: wedding preparations resume in Wuhan as coronavirus lockdown lifts.,TRUE
693,Condom shortage looms after coronavirus lockdown shuts world's top producer.,TRUE
694,Hong Kong to quarantine all visitors to preserve success of coronavirus efforts.,TRUE
695,"“The (COVID-19) cases are going up, but it's because the testing is going up.”",FALSE
696,"H. R. 6666 (the TRACE Act) was introduced to allow the government to enter private homes, force COVID-19 testing on people, and remove children or adults from the home with legal force.",FALSE
697,An uninsured 17-year-old boy died of COVID-19 symptoms after being refused care due to a lack of medical insurance.,mixture
698,The reason the U.S. documented the most COVID-19 cases in the world in 2020 was because it had tested more residents at a faster rate than any other country.,FALSE
699,China sees drop in new coronavirus cases; all of them imported.,TRUE
700,“The COVID-19 future vaccine will come with the ID — a mark. The ID tells everyone you are free of COVID.”,FALSE
701,"“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”",TRUE
702,"France is fourth country to pass 10,000 coronavirus deaths.",TRUE
703,Masks should be prioritized for health workers to avoid shortage against coronavirus: WHO.,TRUE
704,A group of chief executive officers resigned their positions suspiciously close to the outbreak of the COVID-19 pandemic.,FALSE
705,U.S. President Donald Trump said that increased COVID-19 testing makes the U.S. look bad by increasing coronavirus case numbers.,TRUE
706,"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"""" the novel coronavirus.""",FALSE
707,More African countries confirm first coronavirus cases as Jack Ma pledges aid.,TRUE
708,A test for COVID-19 is mandatory for anyone seeking to donate blood.,FALSE
709,Coronavirus worries have surgical masks flying off shelves in New York's Chinatown.,TRUE
710,David A. Clarke Jr. Says coronavirus is just “the damn flu.”,FALSE
711,"Tokyo seeks shop shutdowns, Kyoto warns tourists away as coronavirus threatens Japan economy.",TRUE
712,Exclusive: South Korea set to ship coronavirus testing kits to U.S. - source.,TRUE
713,"""The CDC had """"advanced knowledge"""" of the COVID-19 outbreak in November 2019.""",FALSE
714,"“There was no effort” to get American experts into China after it announced the coronavirus, and “we had one person in-country (and Trump) pulled him out of the country.”",FALSE
715,"In August 2020, U.S. House Speaker Nancy Pelosi had a hair appointment at a salon in San Francisco — at a time when hair salons were forbidden to operate in the city due to COVID-19.",TRUE
716,"By ignoring a ban on performing COVID-19 autopsies, researchers in Italy discovered that the disease is caused by a bacteria —  not a virus — and can simply be treated with aspirin.",FALSE
717,SC vows to ramp up COVID-19 testing; first in nursing homes.,TRUE
718,Experts worry CDC is sidelined in coronavirus response.,TRUE
719,At-home COVID-19 deaths may be significantly undercounted in New York City.,TRUE
720,"With obesity and diabetes epidemic, Mexico braces for coronavirus.",TRUE
721,Some 59 people died after a pastor gave them Dettol to drink to supposedly prevent coronavirus.,FALSE
722,Britain launches coronavirus vaccine taskforce.,TRUE
723,Viral image Says you can monitor yourself for COVID-19 with a breath test.,FALSE
724,"""EU Green Deal """"not over"""" despite coronavirus, industry commissioner says.""",TRUE
725,A vaccine meant for cattle can be used to fight COVID-19.,FALSE
726,"“Six months before the COVID ‘plandemic,’ Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.”",FALSE
727,"British PM Johnson has coronavirus, self-isolates in Downing Street.",TRUE
728,"“New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”",TRUE
729,Italy's coronavirus deaths could be underestimated in data: official.,TRUE
730,India considers narrowing lockdown to coronavirus hotspots.,TRUE
731,Google and Apple “put a covid tracker on every phone.”,mixture
732,Elisa Granato died shortly after being administered a trial vaccine for COVID-19.,FALSE
733,Almost a third of Northern Ireland COVID-19 deaths outside hospitals.,TRUE
734,Supermarket retailer Kroger sent letters to employees informing them they must repay overpaid emergency pay provided amid the COVID-19 coronavirus disease pandemic.,mixture
735,A meme likening the purpose of coronavirus masks to protecting from a random wild urinaters accurately describes the purpose of coronavirus mask recommendations.,TRUE
736,Facebook post Says Wisconsin’s in-person election has caused a “surge” in new coronavirus cases,FALSE
737,"Japan's coronavirus infections cross 1,000: NHK.",TRUE
738,"GSK to partner with Vir for potential COVID-19 treatments, invest $250 million.",TRUE
739,Coronavirus brings no-contact food delivery to United States.,TRUE
740,Taking a few sips of water every 15 mins will prevent the new coronavirus from entering your windpipe and lungs.,FALSE
741,"“CDC reports, but media silent on truth about April 7 Wisc election” not causing a spike in COVID-19 cases.",FALSE
742,Italy has found that Covid-19 is actually disseminated intravascular coagulation (thrombosis).,FALSE
743,Battle against coronavirus turns to Italy; Wall Street falls on pandemic fears.,TRUE
744,World's biggest water fight cancelled as Thailand combats coronavirus.,TRUE
745,Explainer: Why are some South Koreans who recovered from the coronavirus testing positive again?.,TRUE
746,French coronavirus death toll hits new high as nursing home tally swells.,TRUE
747,"Dubai to support Emirates airline, halts tourist market to fight coronavirus.",TRUE
748,"In dramatic step, Trump restricts travel from Europe to US to fight coronavirus.",TRUE
749,"""The government is closing businesses to stop the spread of coronavirus even though """"the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”""",FALSE
750,"Turkey's fight against coronavirus fails to heal divisions, opponents say.",TRUE
751,"“The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.”",FALSE
752,U.S. sailor from coronavirus-hit aircraft carrier dies after contracting virus.,TRUE
753,A San Diego biotech company is developing a Covid-19 vaccine in collaboration with Duke University and National University of Singapore.,TRUE
754,Quotes Dr. Denis Mukwege as saying he resigned from the Congolese coronavirus response team because he was ordered to fabricate COVID-19 case and death numbers.,FALSE
755,Mexico confirms first 2 cases of coronavirus.,TRUE
756,Mosquitoes can transfer COVID-19 “from person to person”,FALSE
757,A photograph proves the media is exaggerating the risks of COVID-19 by showing a reporter in personal protective equipment and a cameraman in everyday work clothing.,FALSE
758,"“With regard to the cost, let me be very clear: HHS has designated the coronavirus test as an essential health benefit. That means, by definition, it's covered in the private health insurance of every American, as well as covered by Medicare and Medicaid.",mixture
759,Dubai to set up field hospitals to cope with any coronavirus surge: official.,TRUE
760,U.S. health officials urge Americans to prepare for spread of coronavirus.,TRUE
761,A list documents U.S. President Donald Trump's various statements about the spread of COVID-19 coronavirus disease.,TRUE
762,"Tanzania President John Magufuli secretly sent specimens from a fruit, quail, and goat to a lab testing for the COVID-19 coronavirus disease in humans — and the results came back positive.",unproven
763,"Exclusive: Pressed by Trump, U.S. pushed unproven coronavirus treatment guidance.",TRUE
764,"Hospitals get paid $750 for patients who die from the flu, $17,500 for COVID-19.",FALSE
765,"China tightens Russia border checks, approves coronavirus vaccine trials.",TRUE
766,"U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000.",FALSE
767,"Philippine capital plans curfew as coronavirus deaths, infection tally spike.",TRUE
768,"PM Johnson says coronavirus top priority, as first Briton dies.",TRUE
769,Brazil doctor urges caution on coronavirus 'game changer' drug.,TRUE
770,"COVID-19 patients with high BMIs are being denied ventilators, and a circulating Google Docs guide can assist people in asserting their rights.",unproven
771,"South Korea has tested 200,000 people for coronavirus, prioritizing the most vulnerable people. The CDC only tested 77 people this week. Yet, the Utah Jazz was able to test all 58 players in a matter of hours.",TRUE
772,Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”,FALSE
773,“More cops have died from COVID this year than have been killed on patrol.”,TRUE
774,"New York Gov. Andrew Cuomo ordered thousands of COVID-19 patients to be sent to nursing homes, while the USNS Comfort, a hospital ship sent to New York to help treat patients, sat empty and unused.",mixture
775,Iowa gym owner is cited for defying coronavirus order.,TRUE
776,"""U.S. President Donald Trump implied the Obama administration left behind """"bad,"""" """"broken,"""" and """"obsolete"""" COVID-19 diagnostic tests.""",TRUE
777,"U.S. hospitals, patients cancel elective surgery as coronavirus spreads.",TRUE
778,"""Amid a nationwide COVID-19 lockdown, Italians reported seeing wildlife such as swans and dolphins """"returning"""" to newly tranquil waterways, ports, and canals.""",mixture
779,The 1969 Woodstock music festival occurred during a pandemic as lethal as COVID-19.,mixture
780,“Covid-19 means ‘certificate of identification of vaccination with artificial intelligence.’”,FALSE
781,U. Iowa researchers project hundreds more COVID-19 deaths .,TRUE
782,China defends against incoming second wave of coronavirus.,TRUE
783,"No let-up in coronavirus deaths in Italy, new cases steady.",TRUE
784,China seeks to contain 'silent carriers' of new coronavirus.,TRUE
785,New Zealand prepares to enter lockdown as coronavirus cases surge.,TRUE
786,"Like the flu? Trump's coronavirus messaging confuses public, pandemic researchers say.",TRUE
787,Malaysia expects coronavirus cases to spike as more worshippers traced.,TRUE
788,Germany confirms at least 28 new coronavirus infections.,TRUE
789,Brazil's Amazonas state warns its health system overwhelmed by coronavirus.,TRUE
790,Trump administration halts wildfire prevention tool in California over coronavirus.,TRUE
791,Canadian military town prepares for coronavirus evacuees.,TRUE
792,Nebraska to require coronavirus plans from nursing homes.,TRUE
793,Trump warns Americans of a tough two weeks ahead in coronavirus fight.,TRUE
794,Indonesia ferry passengers jump ship amid coronavirus fears.,TRUE
795,Tweets Says drinking a bleach solution will prevent you from getting the coronavirus.,FALSE
796,"""Silver Solution used on strains of coronavirus """"totally eliminate it. Kills it. Deactivates it.”""",FALSE
797,A homemade hand sanitizer made with Tito's Vodka can be used to fight the new coronavirus. ,FALSE
798,"Thailand warns of coronavirus danger of sharing drinks, cigarettes.",TRUE
799,Chip Roy Says Wisconsin has not had a spike in coronavirus cases that was “statistically significant related to the fact that they had voting.”,TRUE
800,Israel to use computer analysis to find likely coronavirus carriers.,TRUE
801,"""As of April 25, 2020, the rate of people dying from the COVID-19 coronavirus disease in New York City was at least 250 times """"higher"""" than Tokyo's — and growing with time.""",TRUE
802,Greece imposes lockdown after coronavirus infections jump.,TRUE
803,"After Florida opened its beaches on April 17 2020, 1,400 people consequently contracted novel coronavirus and became ill with COVID-19.",mixture
804,"Even with no shutdown, Sweden has a lower COVID-19 infection rate than UK, Italy and Spain.",mixture
805,"“Autopsies prove that COVID-19 is” a blood clot, not pneumonia, “and ought to be fought with antibiotics” and the whole world has been wrong in treating the “so-called” pandemic.",FALSE
806,New Africa coronavirus crisis looms with internal spread.,TRUE
807,Parents can receive a case of baby formula during the COVID-19 pandemic by calling the number on the back of the company's product.,FALSE
808,North Korean lecturers say there are confirmed coronavirus cases in the country: RFA.,TRUE
809,"""The Gates Foundation """"has the patent for this coronavirus.""",FALSE
810,"U.S. coronavirus death toll climbs to over 33,000: Reuters tally.",TRUE
811,Thailand reports 106 new coronavirus cases and three deaths.,TRUE
812,Trump says coronavirus guidelines may get tougher; one million Americans tested.,TRUE
813,China starts to report asymptomatic coronavirus cases.,TRUE
814,“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.”,FALSE
815,Venezuela expands quarantine as number of coronavirus cases climbs to 33.,TRUE
816,"The Sturgis motorcycle rally in 2020 resulted in 250,000 COVID-19 coronavirus cases.",unproven
817,Coronavirus prompts Canada to roll out safe drugs for street users.,TRUE
818,"School closures will have little impact on COVID-19 control, review finds.",TRUE
819,Italy looks to safeguard biomedical valley leading fight against COVID-19.,TRUE
820,The seasonal flu kills more people every year in the U.S. than COVID-19 has to date.,FALSE
821,Indonesian barber gears up to groom during coronavirus.,TRUE
822,"World closes borders, restricts travel to contain coronavirus spread.",TRUE
823,“President Trump has come into contact with a potential coronavirus sufferer!”,FALSE
824,Sanitizer will do nothing for the coronavirus.,FALSE
825,"Tom Hanks, wife Rita Wilson test positive for coronavirus in Australia.",TRUE
826,Britons warned some coronavirus lockdown measures could last months.,TRUE
827,"Anxiety, anger and hope as women face childbirth during coronavirus pandemic.",TRUE
828,"Syria, insisting it is coronavirus-free, takes broad steps to prevent spread.",TRUE
829,Antivirals should be used to fight Covid-19.,mixture
830,Singer Dolly Parton donated USD$1 million toward research into treatments against COVID-19.,TRUE
831,"European politicians, CEOs, lawmakers urge green coronavirus recovery.",TRUE
832,"In Nagoya, scramble for hospital beds shows coronavirus challenge for aging Japan.",TRUE
833,Cabin crew swap aircraft aisles for hospitals in UK's coronavirus fight.,TRUE
834,"John Bel Edwards Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",TRUE
835,"Coronavirus cases top half a million, protective gear lacking: WHO.",TRUE
836,Austria plans to test all retirement home residents for coronavirus.,TRUE
837,Congressional candidate Chris Jacobs “voted against paid leave for COVID-19.”,TRUE
838,"People vaccinated for seasonal influenza face higher chances of catching SARS-COV-2, which causes COVID-19, or testing positive for the virus when they do not actually have it.",FALSE
839,"Viral image Says two patients at Valley Regional Medical Center in Brownsville, Texas, “are being looked at” for possible coronavirus infections.",FALSE
840,Ireland has mostly contained coronavirus outbreak: health chief.,TRUE
841,"As of July 17, 2020, Nueces County in Texas had seen 85 positive COVID-19 tests among children aged under 1 year.",FALSE
842,COVID-19 started because we eat animals.,FALSE
843,"Coronavirus death toll jumps to 107 in Italy, all schools shut.",TRUE
844,"Iran says coronavirus death toll nearing 4,000.",TRUE
845,Taiwan reports no new coronavirus cases for first time in a month.,TRUE
846,Cuban doctors head to Italy to battle coronavirus.,TRUE
847,Hunt on for 'patient zero' who spread coronavirus globally from Singapore.,TRUE
848,"Getting a coronavirus test in Wuhan: fast, cheap and easy.",TRUE
849,Samoa faces coronavirus threat after recovering from deadly measles outbreak.,TRUE
850,An Ohio man died from complications related to the COVID-19 coronavirus disease weeks after he downplayed the virus on social media.,TRUE
851,"Coronavirus could kill 81,000 in U.S., subside in June - Washington University analysis.",TRUE
852,Healthcare group Novacyt wins British orders for coronavirus testing product.,TRUE
853,"UK was too slow on coronavirus and 40,000 could die, professor says.",TRUE
854,Gaza resumes coronavirus testing amid shortages.,TRUE
855,“Why did the state do that with COVID patients in nursing homes? It’s because the state followed President Trump’s CDC guidance.”,FALSE
856,Patients should avoid taking ibuprofen to relieve pain and fever associated with COVID-19 infections.,unproven
857,"Thailand bans entry to foreigners, prepares emergency measures against coronavirus.",TRUE
858,“Bill Gates told us about the coronavirus in 2015.”,TRUE
859,Thai PM asks rich for help with coronavirus fall-out.,TRUE
860,"“The coronavirus is the common cold, folks.”",FALSE
861,“The coronavirus has made it to Mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. That means if the wind blows it your direction you’ll have it also.”,FALSE
862,Can blood from coronavirus survivors treat the newly ill?.,TRUE
863,Video shows President Donald Trump saying COVID-19 is Democrats’ “new hoax.”,FALSE
864,India bans export of drug being tested for coronavirus treatment.,TRUE
865,Italy suffers setback to hopes its coronavirus epidemic might be in retreat.,TRUE
866,"George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.",FALSE
867,"Italy has stopped treating elderly coronavirus patients due to ""socialized medicine.",mixture
868,"Top Nigerian president aide, state governor test positive for coronavirus.",TRUE
869,Taiwan says WHO ignored its coronavirus questions at start of outbreak.,TRUE
870,"UK to use firefighters to deliver food, collect bodies in coronavirus crisis.",TRUE
871,“We have one of the lowest mortality rates in the world” from COVID-19.,FALSE
872,"If masks prevent coronavirus, governors would have given them to prison inmates instead of releasing them.",FALSE
873,Viral image Says Harvard scientists say the coronavirus is “spreading so fast that it will infect 70% of humanity this year.”,mixture
874,"Thirty-three Florida labs were busted for ""cooking the books"" or tampering with data after not reporting negative COVID-19 test results between March and July 2020.",FALSE
875,Italy threatens to ban outdoor exercise as coronavirus deaths surge.,TRUE
876,Dutch woman aged 107 survives coronavirus.,TRUE
877,"UAE orders overnight curfew for deep clean, Gulf coronavirus cases rise.",TRUE
878,South African union takes government to court over COVID-19 gear shortage.,TRUE
879,“The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.”,FALSE
880,"Searching for any three-digit number followed by ""new cases"" on Google provides evidence that the COVID-19 pandemic was manufactured.",FALSE
881,A photograph shows three anti-lockdown protesters hanging on crosses alongside a McDonald's in order to protest COVID-19 stay-at-home orders.,FALSE
882,Nursing homes with COVID-19 outbreaks named in Wisconsin.,TRUE
883,Deaths unrelated to COVID-19 are routinely being attributed to the virus in order to make it seem worse than it is.,FALSE
884,"“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak (sp) Hussein Obama in 2015 to the tune of $3,800,000 American dollars!”",FALSE
885,"Facebook post Says the Asian, Hong Kong, swine and bird flus each “killed more people than coronavirus.”",FALSE
886,"2019 coronavirus can live for ""up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",TRUE
887,"108 people died from Covid-19 in China on February 10th, one of the worst days so far.",TRUE
888,Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,FALSE
889,"On COVID-19, Donald Trump said that “maybe if you drank bleach you may be okay.”",FALSE
890,"“U.S. hospitals are preparing for 96 million coronavirus infections and nearly half a million deaths, leaked documents reveal.”",FALSE
891,COVID-19 contact-tracing apps like Healthy Together and ABTraceTogether are tracking you and also the people in your phone contacts and Facebook friends lists.,mixture
892,Allen West Says the coronavirus has a “99.9% recovery rate” in Texas.,FALSE
893,An April 2020 image shows the United Kingdom's flag projected onto the Matterhorn as a show of solidarity during the COVID-19 pandemic.,TRUE
894,Mexico official calls diet a factor as coronavirus death toll climbs.,TRUE
895,Thailand reports case of coronavirus from China  .,TRUE
896,"“Pelosi’s new coronavirus bill allows illegals to receive billions in relief funds in past, current, and future payments.”",TRUE
897,Ardern's online messages keep spirits up in New Zealand's coronavirus lockdown.,TRUE
898,"When U.S. President Donald Trump took office, he inherited a “bare” Strategic National Stockpile that lacked an adequate supply of mechanical ventilators that would have aided the nation at the start of the 2020 COVID-19 pandemic.",FALSE
899,“Every election year has a disease” ... SARS in 2004; avian flu in 2008; swine flu in 2010; MERS in 2012; Ebola in 2014 and 2018; Zika in 2016 and the coronavirus in 2020.,FALSE
900,Facebook post Says Dr. Anthony Fauci “stands to lose 100 million dollars on Bill Gates ‘vaccine’ for the coronavirus. Because he invested in this vaccine.”,FALSE
901,Facebook post Says COVID-19 came to the United States in 2019.,FALSE
902,“Florida is doing over five times better” than New Jersey and New York in COVID-19 deaths per million people.,FALSE
903,"“Kids are less likely to get it (COVID-19). You know, they’re less likely to spread. So I think there’s some pretty good data out there that will help alleviate some of the concerns.”",TRUE
904,Facebook post Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,FALSE
905,"If you ask Amazon’s Alexa about the origin of the coronavirus pandemic, it says “the government planned” it.",FALSE
906,Three Maryland coronavirus patients fully recovered and are able to return to everyday life.,TRUE
907,"Amid the COVID-19 outbreak, “Minnesota now has the highest unemployment rate in U.S. history.”",FALSE
908,"Michael Bloomberg Says of President Donald Trump’s actions on the coronavirus: “No. 1, he fired the pandemic team two years ago. No. 2, he's been defunding the Centers for Disease Control.”",mixture
909,Former President Barack Obama's administration was to blame for the shortage of protective equipment like N95 respirator masks in the early months of the 2020 COVID-19 pandemic.,mixture
910,Trump scrambles to broaden coronavirus testing options.,TRUE
911,“Coronavirus — 22. Clintons — 39.”,FALSE
912,People who have survived the COVID-19 coronavirus disease can become reinfected by the virus.,unproven
913,Washington state man who traveled to China is first U.S. victim of coronavirus.,TRUE
914,You cannot catch Covid-19 from touching surfaces.,FALSE
915,Moscow restricts Easter week church service as coronavirus cases mount.,TRUE
916,"India's coronavirus cases nears 30, hits major payments firm.",TRUE
917,"U. S. House Speaker Nancy Pelosi declared during the COVID-19 pandemic that Congress would be out of session ""unless there is an emergency.",FALSE
918,A day fighting COVID-19: U.S. hospital staff share hardest moments on shift.,TRUE
919,"From Eurovision host to coronavirus care, Rotterdam venue changes tune.",TRUE
920,"Italy coronavirus deaths jump by almost 800, government shuts most workplaces.",TRUE
921,President Donald Trump asked about the possibility of injecting people with disinfectant to treat COVID-19.,TRUE
922,"Blogger Says the Chinese Communist Party ""will finally admit that the real source of the coronavirus is from ‘a lab in Wuhan’ linked to its covert biological weapon programs.",FALSE
923,Study sees 'severe and acute' emergency for world in coronavirus pandemic.,TRUE
924,"Under U.S. President Donald Trump, federal authorities are confiscating orders of personal protective equipment (PPE) from local governments amid the COVID-19 pandemic.",TRUE
925,"Viral image Says 80% of novel coronavirus cases are ""mild.",TRUE
926,"United States President Donald Trump tweeted """"it is unbelievable that President Obama criticized me for the coronavirus response"" and ""he had 8 years to 'prepair' the next president for a pandemic and he failed.",FALSE
927,"Hospitals plan for 'COVID cabanas,' conference rooms to house patients.",TRUE
928,Trump vows 'major' steps to aid U.S. economy amid coronavirus rise.,TRUE
929,New York hospital sends some 'borderline' COVID-19 patients home with oxygen monitors.,TRUE
930,The WHO coronavirus test “was a bad test.”,FALSE
931,"Facebook post Says ""there is no"" COVID-19 virus.",FALSE
932,U.S. coronavirus supply spree sparks outrage among allies.,TRUE
933,Facebook post Says businesses will give you free baby formula during the coronavirus outbreak.,FALSE
934,"Dr. Deborah Birx said at a press conference concerning testing for COVID-19 that ""At $50 a test, it wasn’t enough to hire another technician to run the machine full-time. So at $100 a test, it is.",TRUE
935,Japan defends cautious approach on coronavirus testing amid concerns.,TRUE
936,"New nonprofit tackles COVID-19 in Native, rural communities.",TRUE
